review_id,employee_id,rating,remarks
133,5497.0,-1.0,Poor
134,226.0,,Average
135,4988.0,,Excellent
136,7379.0,5.0,Good
137,612.0,3.0,
138,5565.0,2.0,Good
139,8146.0,4.0,Average
140,7316.0,5.0,Good
141,5014.0,,excellent
142,5466.0,1.0,Excellent
143,4041.0,3.0,Average
144,3544.0,,Excellent
145,8249.0,1.0,
146,3151.0,3.0,Poor
147,5038.0,,Average
148,101.0,2.0,Average
149,3875.0,5.0,Good
150,5657.0,5.0,
151,3586.0,-1.0,Excellent
152,9037.0,1.0,excellent
153,9120.0,,
154,2763.0,-1.0,Poor
155,319.0,1.0,Good
156,3860.0,,Good
157,3394.0,2.0,Good
158,2794.0,2.0,Poor
159,7787.0,-1.0,excellent
160,3735.0,,Good
161,2684.0,1.0,excellent
162,5691.0,2.0,Average
163,3219.0,,Good
164,4869.0,5.0,Poor
165,7377.0,2.0,excellent
166,5872.0,3.0,excellent
167,6879.0,-1.0,Good
168,8230.0,5.0,Excellent
169,9918.0,1.0,Poor
170,3185.0,2.0,excellent
171,3344.0,4.0,Excellent
172,5036.0,1.0,excellent
173,1818.0,3.0,Poor
174,8639.0,-1.0,Average
175,1831.0,3.0,Average
176,4001.0,3.0,Good
177,6417.0,1.0,Good
178,8582.0,2.0,Good
179,3708.0,3.0,Good
180,2034.0,8.0,Excellent
181,920.0,2.0,Good
182,4431.0,3.0,Average
183,717.0,2.0,excellent
184,7960.0,8.0,
185,8466.0,2.0,Good
186,9405.0,8.0,Excellent
187,9295.0,5.0,Excellent
188,1764.0,,Average
189,8394.0,2.0,excellent
190,9240.0,5.0,Average
191,1892.0,-1.0,excellent
192,1757.0,1.0,Poor
193,6067.0,1.0,Good
194,2043.0,8.0,Good
195,9018.0,4.0,Poor
196,7878.0,5.0,Poor
197,9936.0,,
198,2799.0,1.0,excellent
199,8066.0,5.0,Average
200,3486.0,5.0,excellent
201,9060.0,8.0,Good
202,2349.0,4.0,Average
203,454.0,-1.0,Average
204,8218.0,-1.0,Poor
205,9904.0,-1.0,Excellent
206,9711.0,4.0,
207,5934.0,,excellent
208,2102.0,3.0,excellent
209,2387.0,-1.0,Excellent
210,2489.0,1.0,Average
211,4075.0,1.0,Poor
212,9299.0,8.0,Excellent
213,9199.0,,Poor
214,4501.0,3.0,excellent
215,9291.0,,Excellent
216,4508.0,1.0,excellent
217,9500.0,,Excellent
218,6274.0,4.0,Good
219,9758.0,3.0,Poor
220,4941.0,1.0,Good
221,2356.0,2.0,
222,9189.0,8.0,Excellent
223,9964.0,3.0,Average
224,4614.0,2.0,
225,9593.0,1.0,Average
226,1714.0,-1.0,
227,9508.0,8.0,Average
228,6860.0,1.0,Excellent
229,6460.0,-1.0,Good
230,9578.0,3.0,Average
231,272.0,-1.0,Average
232,3560.0,,Average
233,3858.0,-1.0,Good
234,1692.0,4.0,Excellent
235,2519.0,3.0,Excellent
236,5393.0,4.0,Average
237,1051.0,-1.0,Poor
238,836.0,2.0,excellent
239,9890.0,,Good
240,7292.0,,excellent
241,920.0,,Poor
242,2440.0,4.0,excellent
243,6242.0,3.0,Excellent
244,726.0,2.0,Excellent
245,2257.0,8.0,Excellent
246,7722.0,5.0,
247,5799.0,-1.0,Excellent
248,5640.0,2.0,Good
249,5342.0,-1.0,Excellent
250,6899.0,-1.0,Excellent
251,5817.0,8.0,Excellent
252,7309.0,3.0,
253,5521.0,5.0,
254,501.0,-1.0,Excellent
255,8930.0,2.0,excellent
256,4792.0,4.0,Excellent
257,9581.0,,Good
258,511.0,2.0,excellent
259,5804.0,2.0,Excellent
260,1850.0,3.0,
261,9581.0,1.0,Good
262,2814.0,-1.0,Poor
263,1092.0,4.0,Poor
264,9024.0,5.0,Poor
265,1284.0,8.0,Excellent
266,3241.0,8.0,Poor
267,2243.0,5.0,
268,4124.0,8.0,Good
269,5037.0,4.0,excellent
270,4390.0,8.0,
271,4780.0,1.0,Average
272,727.0,2.0,Good
273,6565.0,8.0,excellent
274,9479.0,8.0,
275,459.0,-1.0,Excellent
276,6853.0,-1.0,
277,6643.0,3.0,Good
278,7072.0,4.0,Good
279,9824.0,1.0,
280,2620.0,-1.0,Good
281,2986.0,3.0,
282,8385.0,-1.0,Poor
283,5684.0,8.0,Excellent
284,8223.0,1.0,Good
285,7629.0,2.0,Good
286,1946.0,1.0,Poor
287,2787.0,2.0,Good
288,9842.0,3.0,excellent
289,301.0,2.0,Average
290,5889.0,3.0,Good
291,1171.0,1.0,Excellent
292,384.0,3.0,
293,5677.0,3.0,Average
294,8474.0,4.0,Average
295,4409.0,,Poor
296,2557.0,2.0,Good
297,6853.0,1.0,excellent
298,4438.0,2.0,Poor
299,6194.0,2.0,excellent
300,4408.0,4.0,Excellent
301,998.0,-1.0,Average
302,3555.0,1.0,excellent
303,8525.0,4.0,
304,5564.0,2.0,excellent
305,7818.0,5.0,
306,1374.0,1.0,Average
307,7181.0,1.0,Good
308,3625.0,8.0,Average
309,2561.0,,Excellent
310,6972.0,4.0,Average
311,8795.0,8.0,Excellent
312,1695.0,1.0,Average
313,4068.0,3.0,excellent
314,7649.0,8.0,Good
315,6728.0,3.0,excellent
316,8414.0,8.0,Poor
317,3804.0,-1.0,
318,383.0,5.0,Excellent
319,6258.0,,Good
320,8019.0,-1.0,Good
321,504.0,,excellent
322,5683.0,,Poor
323,1972.0,8.0,excellent
324,8064.0,-1.0,Excellent
325,5867.0,4.0,Good
326,68.0,3.0,excellent
327,2382.0,4.0,excellent
328,4149.0,1.0,Poor
329,9889.0,3.0,Average
330,9725.0,-1.0,Poor
331,8934.0,5.0,Average
332,136.0,5.0,Good
333,4968.0,-1.0,Poor
334,3389.0,8.0,excellent
335,7522.0,2.0,Good
336,9434.0,3.0,Good
337,8341.0,2.0,Excellent
338,6649.0,,Excellent
339,5924.0,4.0,Average
340,1480.0,2.0,
341,4595.0,-1.0,Good
342,7001.0,,Average
343,5363.0,,Excellent
344,3784.0,3.0,excellent
345,2512.0,-1.0,Excellent
346,6643.0,5.0,excellent
347,1287.0,-1.0,
348,2834.0,3.0,
349,2961.0,-1.0,Excellent
350,3575.0,4.0,Excellent
351,6219.0,4.0,excellent
352,4921.0,4.0,Average
353,3866.0,2.0,Excellent
354,1503.0,8.0,excellent
355,163.0,1.0,Excellent
356,7894.0,3.0,Excellent
357,2986.0,2.0,Poor
358,6947.0,-1.0,
359,9286.0,5.0,
360,6647.0,8.0,
361,2974.0,2.0,Excellent
362,4836.0,2.0,Average
363,1812.0,2.0,Poor
364,2489.0,2.0,Poor
365,3249.0,5.0,Poor
366,7455.0,,Excellent
367,4827.0,5.0,excellent
368,922.0,-1.0,Excellent
369,6755.0,2.0,
370,4464.0,8.0,Average
371,619.0,1.0,Excellent
372,946.0,4.0,excellent
373,21.0,2.0,Average
374,315.0,-1.0,
375,1383.0,2.0,
376,1387.0,4.0,
377,6645.0,1.0,Good
378,6380.0,3.0,Good
379,5679.0,5.0,Excellent
380,982.0,,Average
381,6157.0,8.0,
382,4841.0,8.0,Excellent
383,4412.0,8.0,Excellent
384,5821.0,1.0,Poor
385,9437.0,8.0,Good
386,8348.0,2.0,Poor
387,3613.0,3.0,Average
388,6961.0,,Excellent
389,7061.0,3.0,excellent
390,8755.0,1.0,
391,8647.0,,Good
392,6807.0,4.0,Excellent
393,7966.0,-1.0,excellent
394,5090.0,1.0,Excellent
395,6042.0,-1.0,Poor
396,2072.0,5.0,excellent
397,7994.0,2.0,excellent
398,316.0,-1.0,Excellent
399,1537.0,2.0,Good
400,4940.0,2.0,excellent
401,3645.0,5.0,Excellent
402,4894.0,5.0,Good
403,5711.0,8.0,Good
404,2773.0,3.0,Poor
405,6607.0,8.0,excellent
406,5292.0,-1.0,Good
407,9889.0,,Excellent
408,3423.0,3.0,Average
409,7482.0,2.0,Average
410,8500.0,,
411,3271.0,3.0,Good
412,7901.0,8.0,Excellent
413,8553.0,3.0,excellent
414,5490.0,8.0,Good
415,8775.0,4.0,Average
416,2724.0,,Average
417,4013.0,5.0,Excellent
418,4703.0,3.0,Excellent
419,5818.0,2.0,Average
420,1289.0,1.0,Poor
421,543.0,1.0,Poor
422,4297.0,5.0,
423,4770.0,1.0,excellent
424,7446.0,-1.0,Excellent
425,3236.0,8.0,Good
426,2462.0,-1.0,
427,4263.0,,Excellent
428,4238.0,2.0,Poor
429,1968.0,,excellent
430,8571.0,-1.0,Excellent
431,4360.0,8.0,
432,7330.0,3.0,excellent
433,3495.0,4.0,Average
434,8975.0,3.0,Poor
435,2133.0,2.0,Average
436,3645.0,,
437,7330.0,8.0,excellent
438,7546.0,4.0,
439,7936.0,1.0,
440,5123.0,5.0,Poor
441,6018.0,,excellent
442,6907.0,-1.0,Poor
443,7121.0,2.0,Poor
444,9450.0,1.0,Average
445,232.0,,Good
446,3747.0,,Excellent
447,1522.0,5.0,Average
448,2319.0,2.0,Average
449,7587.0,3.0,
450,3064.0,8.0,Excellent
451,5822.0,2.0,Excellent
452,9984.0,,excellent
453,4872.0,1.0,Good
454,5984.0,8.0,
455,9849.0,4.0,Good
456,7508.0,,Poor
457,3245.0,3.0,
458,6788.0,-1.0,Excellent
459,8568.0,3.0,Good
460,5961.0,5.0,
461,2497.0,1.0,Good
462,5206.0,4.0,
463,7438.0,2.0,Poor
464,4354.0,4.0,excellent
465,5994.0,,Average
466,9576.0,-1.0,
467,5618.0,5.0,excellent
468,9508.0,3.0,excellent
469,2432.0,8.0,Poor
470,3790.0,4.0,Average
471,5354.0,5.0,Good
472,4509.0,2.0,Good
473,5037.0,4.0,Average
474,2490.0,2.0,
475,1626.0,3.0,Average
476,4786.0,4.0,Average
477,6920.0,5.0,excellent
478,8828.0,,Poor
479,5730.0,3.0,Good
480,6509.0,-1.0,
481,999.0,-1.0,Excellent
482,4574.0,3.0,Excellent
483,1249.0,4.0,excellent
484,515.0,,excellent
485,3652.0,5.0,
486,4975.0,2.0,
487,5352.0,3.0,Poor
488,4401.0,4.0,Excellent
489,9973.0,3.0,Average
490,8025.0,8.0,Average
491,2239.0,8.0,Average
492,4709.0,4.0,Excellent
493,6632.0,,Poor
494,7502.0,5.0,excellent
495,26.0,-1.0,excellent
496,1695.0,8.0,Excellent
497,3062.0,8.0,Good
498,3830.0,,Poor
499,7416.0,4.0,
500,230.0,8.0,excellent
501,8917.0,1.0,Excellent
502,5510.0,,Excellent
503,5912.0,8.0,excellent
504,5906.0,1.0,Poor
505,2028.0,3.0,excellent
506,3127.0,3.0,Excellent
507,3650.0,-1.0,Excellent
508,8863.0,,Good
509,2534.0,4.0,
510,3566.0,1.0,Poor
511,2668.0,5.0,Poor
512,954.0,-1.0,Good
513,4552.0,4.0,Poor
514,6719.0,-1.0,
515,8648.0,5.0,Poor
516,9432.0,-1.0,Poor
517,3852.0,4.0,excellent
518,7910.0,8.0,
519,1865.0,4.0,Poor
520,1268.0,8.0,excellent
521,2357.0,4.0,excellent
522,1259.0,5.0,Good
523,8116.0,1.0,excellent
524,8003.0,2.0,Good
525,361.0,,Excellent
526,4893.0,3.0,excellent
527,232.0,,
528,5172.0,,Good
529,2276.0,,Good
530,4821.0,1.0,Poor
531,102.0,3.0,Good
532,9764.0,-1.0,Good
533,4751.0,5.0,Average
534,3654.0,4.0,
535,4464.0,,Excellent
536,9843.0,-1.0,Good
537,8578.0,8.0,Good
538,8540.0,8.0,Good
539,466.0,1.0,
540,6229.0,-1.0,
541,6380.0,2.0,Poor
542,1163.0,8.0,Average
543,5441.0,2.0,excellent
544,5827.0,2.0,Average
545,3750.0,8.0,excellent
546,8970.0,8.0,Poor
547,8159.0,4.0,
548,9595.0,8.0,excellent
549,6249.0,2.0,Excellent
550,6656.0,-1.0,Good
551,9290.0,2.0,Excellent
552,8363.0,2.0,Excellent
553,4279.0,1.0,excellent
554,4985.0,5.0,Excellent
555,9119.0,8.0,Good
556,3870.0,5.0,Poor
557,1508.0,1.0,
558,77.0,3.0,
559,1803.0,5.0,
560,3568.0,1.0,
561,9914.0,1.0,Poor
562,3292.0,8.0,Average
563,5323.0,4.0,Poor
564,6292.0,,Poor
565,7738.0,1.0,excellent
566,6781.0,2.0,excellent
567,3441.0,1.0,excellent
568,5219.0,,Average
569,6644.0,8.0,Average
570,1793.0,2.0,Good
571,927.0,-1.0,Good
572,616.0,2.0,
573,6371.0,1.0,Good
574,2268.0,2.0,excellent
575,5705.0,4.0,Poor
576,882.0,4.0,Poor
577,5796.0,5.0,Poor
578,4623.0,,Excellent
579,4241.0,1.0,Poor
580,1929.0,,Good
581,8634.0,5.0,Poor
582,301.0,2.0,
583,8603.0,3.0,
584,9337.0,2.0,Average
585,5524.0,3.0,Average
586,9809.0,8.0,Good
587,6286.0,4.0,
588,5866.0,3.0,Excellent
589,5962.0,-1.0,excellent
590,9566.0,-1.0,
591,627.0,4.0,Excellent
592,4339.0,1.0,Poor
593,5344.0,5.0,Average
594,6453.0,5.0,Good
595,2222.0,3.0,Good
596,1802.0,2.0,Excellent
597,8487.0,-1.0,Average
598,5820.0,2.0,Poor
599,925.0,-1.0,
600,7799.0,-1.0,
601,695.0,3.0,Poor
602,715.0,2.0,Average
603,1331.0,1.0,excellent
604,412.0,5.0,
605,3199.0,2.0,excellent
606,3106.0,5.0,Average
607,2047.0,2.0,Average
608,4610.0,1.0,excellent
609,8769.0,8.0,excellent
610,9737.0,5.0,Average
611,7381.0,5.0,Poor
612,1630.0,,Excellent
613,3920.0,4.0,excellent
614,7878.0,,Excellent
615,9088.0,4.0,excellent
616,6075.0,8.0,Poor
617,8331.0,2.0,
618,9361.0,3.0,Excellent
619,3955.0,2.0,
620,2359.0,1.0,excellent
621,4299.0,3.0,Poor
622,9244.0,1.0,
623,9159.0,,Poor
624,6322.0,8.0,
625,1271.0,1.0,Excellent
626,8254.0,4.0,excellent
627,6485.0,2.0,Poor
628,6063.0,1.0,Average
629,6121.0,1.0,Poor
630,9177.0,1.0,excellent
631,9570.0,1.0,Poor
632,8544.0,8.0,Good
633,2351.0,-1.0,
634,8133.0,,Good
635,5478.0,3.0,Good
636,4348.0,4.0,Excellent
637,1970.0,1.0,Average
638,1200.0,8.0,Poor
639,178.0,-1.0,Excellent
640,4202.0,8.0,Excellent
641,4304.0,3.0,Good
642,818.0,4.0,Poor
643,5892.0,4.0,excellent
644,7426.0,2.0,
645,6678.0,1.0,Average
646,7670.0,1.0,Poor
647,2371.0,3.0,excellent
648,6113.0,-1.0,Average
649,2331.0,4.0,Average
650,5125.0,-1.0,
651,23.0,-1.0,excellent
652,3572.0,,Poor
653,7930.0,,Excellent
654,6313.0,5.0,Poor
655,2737.0,3.0,Excellent
656,3052.0,1.0,
657,3696.0,2.0,Good
658,4457.0,3.0,Average
659,2815.0,3.0,Good
660,5574.0,8.0,excellent
661,1933.0,5.0,Average
662,8491.0,-1.0,Poor
663,1748.0,-1.0,excellent
664,1821.0,3.0,Excellent
665,6642.0,1.0,Good
666,9734.0,1.0,Average
667,7317.0,3.0,Average
668,7014.0,3.0,Excellent
669,6254.0,5.0,Excellent
670,6750.0,5.0,Good
671,9931.0,-1.0,Excellent
672,1604.0,8.0,Excellent
673,9460.0,8.0,excellent
674,792.0,,excellent
675,929.0,8.0,Average
676,7671.0,3.0,Excellent
677,9601.0,1.0,excellent
678,5928.0,1.0,Poor
679,954.0,8.0,Good
680,8674.0,-1.0,
681,3107.0,4.0,Good
682,4241.0,5.0,Excellent
683,1331.0,2.0,Average
684,6316.0,3.0,Average
685,5446.0,2.0,Average
686,9496.0,4.0,Good
687,3449.0,1.0,Excellent
688,3680.0,3.0,Excellent
689,3256.0,1.0,Poor
690,5920.0,-1.0,Poor
691,5558.0,3.0,Good
692,4949.0,3.0,excellent
693,2951.0,1.0,Poor
694,4157.0,,Average
695,5517.0,8.0,Poor
696,5955.0,-1.0,
697,6015.0,5.0,Poor
698,9607.0,5.0,Good
699,879.0,4.0,
700,3886.0,,Poor
701,2553.0,1.0,Excellent
702,6675.0,-1.0,Excellent
703,4084.0,,Good
704,4265.0,4.0,excellent
705,9436.0,4.0,Average
706,3558.0,8.0,excellent
707,549.0,3.0,excellent
708,7490.0,-1.0,Excellent
709,5212.0,1.0,Average
710,540.0,5.0,Poor
711,6554.0,1.0,Average
712,2867.0,8.0,Excellent
713,7747.0,4.0,Poor
714,253.0,2.0,excellent
715,7384.0,-1.0,Average
716,4424.0,8.0,Average
717,7681.0,5.0,
718,1032.0,4.0,Poor
719,933.0,-1.0,
720,5458.0,2.0,Average
721,3940.0,4.0,Excellent
722,5335.0,4.0,Average
723,7042.0,3.0,
724,6847.0,4.0,excellent
725,5694.0,8.0,Good
726,3501.0,2.0,Poor
727,4750.0,4.0,Good
728,8637.0,,
729,4858.0,1.0,
730,925.0,1.0,Average
731,7871.0,,Excellent
732,8205.0,5.0,Good
733,8979.0,5.0,
734,5486.0,,Good
735,3673.0,,Good
736,9864.0,4.0,excellent
737,674.0,8.0,Poor
738,8106.0,,
739,8782.0,,Poor
740,8626.0,,Excellent
741,2515.0,5.0,Excellent
742,6582.0,2.0,
743,3709.0,4.0,Poor
744,6838.0,5.0,Average
745,1251.0,3.0,Good
746,8869.0,,Good
747,478.0,4.0,Poor
748,8296.0,1.0,Average
749,2183.0,5.0,Excellent
750,1977.0,1.0,
751,3516.0,8.0,Poor
752,825.0,8.0,excellent
753,2783.0,3.0,Good
754,8815.0,5.0,
755,848.0,3.0,Excellent
756,1623.0,8.0,Average
757,2630.0,1.0,Poor
758,6788.0,5.0,excellent
759,79.0,8.0,Excellent
760,7873.0,-1.0,
761,2792.0,5.0,Poor
762,9888.0,,Poor
763,4266.0,3.0,
764,9963.0,,Excellent
765,4600.0,2.0,
766,4942.0,8.0,Average
767,6150.0,3.0,Average
768,6177.0,3.0,Excellent
769,7189.0,,Poor
770,72.0,3.0,excellent
771,3939.0,2.0,Average
772,2038.0,,Poor
773,9857.0,2.0,Good
774,3424.0,5.0,Good
775,4176.0,-1.0,Poor
776,3215.0,5.0,Poor
777,6067.0,3.0,excellent
778,4394.0,5.0,excellent
779,1129.0,2.0,Poor
780,4199.0,,Good
781,5075.0,1.0,
782,4080.0,2.0,Poor
783,4191.0,1.0,Poor
784,7703.0,8.0,Good
785,4054.0,5.0,Excellent
786,6339.0,1.0,
787,7497.0,-1.0,excellent
788,8577.0,-1.0,Poor
789,9995.0,2.0,Poor
790,1739.0,3.0,Excellent
791,2480.0,,Excellent
792,4052.0,2.0,Good
793,7883.0,8.0,Average
794,3412.0,5.0,Good
795,7388.0,5.0,Poor
796,8399.0,,Average
797,4234.0,5.0,Average
798,634.0,4.0,Good
799,3695.0,5.0,Excellent
800,5008.0,,Good
801,7458.0,-1.0,Poor
802,3101.0,-1.0,Good
803,110.0,5.0,
804,9562.0,1.0,Poor
805,6383.0,,Good
806,8904.0,2.0,Average
807,7308.0,1.0,
808,5855.0,1.0,Average
809,4000.0,4.0,Excellent
810,762.0,1.0,Poor
811,5384.0,,Average
812,5259.0,8.0,Excellent
813,5019.0,8.0,
814,8046.0,4.0,Average
815,4622.0,4.0,
816,3910.0,8.0,Poor
817,4013.0,,Good
818,3847.0,2.0,excellent
819,8620.0,1.0,
820,6245.0,1.0,Average
821,1539.0,4.0,Good
822,9221.0,2.0,
823,1310.0,-1.0,Excellent
824,5883.0,8.0,
825,1216.0,4.0,Good
826,480.0,3.0,Good
827,3740.0,3.0,
828,6092.0,5.0,excellent
829,4790.0,1.0,excellent
830,4898.0,5.0,Poor
831,3099.0,3.0,Average
832,9707.0,-1.0,Poor
833,4013.0,,Average
834,5277.0,1.0,Poor
835,2606.0,5.0,excellent
836,6999.0,4.0,Good
837,6150.0,4.0,excellent
838,4853.0,-1.0,Good
839,7270.0,3.0,Good
840,8907.0,3.0,Excellent
841,713.0,8.0,excellent
842,1595.0,5.0,Good
843,7080.0,4.0,Average
844,8273.0,1.0,Good
845,4133.0,,Poor
846,273.0,8.0,Good
847,2792.0,8.0,
848,1726.0,4.0,Average
849,3198.0,3.0,Excellent
850,3256.0,1.0,Good
851,9334.0,3.0,Average
852,2720.0,1.0,Poor
853,7150.0,3.0,Poor
854,659.0,3.0,Excellent
855,612.0,2.0,Good
856,4227.0,2.0,Average
857,9230.0,5.0,Poor
858,3100.0,5.0,excellent
859,2370.0,,Good
860,6807.0,5.0,
861,1175.0,,excellent
862,8338.0,2.0,Average
863,6573.0,-1.0,Good
864,8720.0,4.0,excellent
865,5023.0,1.0,
866,9029.0,3.0,
867,8124.0,2.0,Excellent
868,6648.0,4.0,Excellent
869,1634.0,4.0,Average
870,4280.0,-1.0,Average
871,1298.0,,Poor
872,3616.0,,
873,1580.0,5.0,Good
874,9882.0,2.0,Good
875,3021.0,1.0,
876,8361.0,5.0,excellent
877,9760.0,4.0,Excellent
878,5232.0,1.0,Poor
879,3255.0,,Average
880,206.0,1.0,Good
881,7509.0,1.0,excellent
882,5116.0,-1.0,
883,2508.0,4.0,Average
884,4327.0,4.0,Good
885,9843.0,5.0,excellent
886,7003.0,4.0,Good
887,1322.0,-1.0,Excellent
888,7431.0,2.0,Excellent
889,2955.0,3.0,
890,1162.0,5.0,Excellent
891,6903.0,,Good
892,8358.0,5.0,Good
893,5680.0,2.0,Average
894,310.0,2.0,Excellent
895,9665.0,5.0,excellent
896,1704.0,1.0,Average
897,9011.0,,
898,8216.0,8.0,
899,9984.0,-1.0,Excellent
900,6368.0,1.0,Excellent
901,9859.0,-1.0,Average
902,2027.0,-1.0,excellent
903,5874.0,5.0,
904,1130.0,1.0,Excellent
905,815.0,2.0,Good
906,1796.0,8.0,Good
907,4969.0,4.0,excellent
908,3769.0,8.0,excellent
909,4302.0,8.0,excellent
910,8248.0,5.0,
911,899.0,1.0,
912,7602.0,3.0,Good
913,1831.0,-1.0,
914,8921.0,1.0,excellent
915,7811.0,2.0,
916,7178.0,1.0,excellent
917,4291.0,5.0,
918,3822.0,-1.0,excellent
919,1389.0,3.0,Excellent
920,1165.0,4.0,excellent
921,3633.0,8.0,excellent
922,8647.0,-1.0,Excellent
923,1654.0,-1.0,excellent
924,4648.0,5.0,Good
925,3780.0,4.0,Good
926,2460.0,2.0,
927,4893.0,5.0,Excellent
928,7743.0,5.0,excellent
929,5871.0,3.0,Good
930,6636.0,5.0,Average
931,917.0,3.0,Good
932,6278.0,,Average
933,8707.0,4.0,
934,4171.0,4.0,Good
935,7853.0,5.0,
936,4475.0,,Poor
937,2858.0,4.0,
938,2309.0,4.0,
939,6435.0,-1.0,Average
940,2904.0,,Poor
941,7136.0,4.0,excellent
942,6410.0,5.0,Average
943,3710.0,,Good
944,2576.0,4.0,Poor
945,1781.0,,Good
946,5044.0,4.0,Poor
947,3030.0,4.0,Excellent
948,3798.0,1.0,Average
949,2085.0,1.0,excellent
950,9573.0,5.0,
951,5835.0,8.0,Poor
952,8327.0,2.0,Excellent
953,5643.0,3.0,Excellent
954,1531.0,3.0,Excellent
955,6645.0,4.0,Poor
956,9074.0,2.0,excellent
957,3641.0,-1.0,Excellent
958,7800.0,2.0,Good
959,3992.0,2.0,Excellent
960,744.0,2.0,Average
961,6316.0,2.0,Average
962,9629.0,1.0,excellent
963,2550.0,8.0,Poor
964,9427.0,-1.0,Average
965,3857.0,8.0,
966,504.0,3.0,excellent
967,43.0,2.0,Good
968,8014.0,5.0,Excellent
969,8722.0,3.0,excellent
970,2754.0,-1.0,Excellent
971,3029.0,,Excellent
972,281.0,1.0,
973,8395.0,1.0,
974,4815.0,-1.0,excellent
975,2466.0,-1.0,
976,9956.0,3.0,Good
977,4995.0,3.0,
978,9683.0,-1.0,
979,8881.0,2.0,excellent
980,577.0,8.0,Good
981,5304.0,8.0,Good
982,5052.0,-1.0,Average
983,3154.0,-1.0,Poor
984,7284.0,8.0,Good
985,6654.0,4.0,
986,206.0,5.0,Poor
987,2493.0,4.0,
988,562.0,4.0,Poor
989,8767.0,5.0,excellent
990,6082.0,3.0,excellent
991,5480.0,2.0,
992,499.0,5.0,
993,5438.0,-1.0,Excellent
994,8208.0,3.0,
